window_id,config_id,repetition,query,policy_id,policy_name,decision,rf_predicted_qir,q95_predicted_qir,actual_concurrent_qir,observed_effective_qir,maintenance_executed,maintenance_delay_sec,maintenance_starved,sla_violation
25,frag50_multi_stream_FIFO,4,Q6,policy_1_always_run,Always Run (Baseline),RUN,13.111449772912513,14.55291976912787,-2.498319898405345,-2.498319898405345,1,0.0,0,0
25,frag50_multi_stream_FIFO,4,Q6,policy_2_always_defer,Always Defer,DEFER,13.111449772912513,14.55291976912787,-2.498319898405345,0.0,0,2.025725841522217,1,0
25,frag50_multi_stream_FIFO,4,Q6,policy_3_heuristic,Simple Resource Heuristic,DEFER,13.111449772912513,14.55291976912787,-2.498319898405345,0.0,0,2.025725841522217,1,0
25,frag50_multi_stream_FIFO,4,Q6,policy_4_predictive_qir,Predictive QIR Policy (RF Regressor),DEFER,13.111449772912513,14.55291976912787,-2.498319898405345,0.0,0,2.025725841522217,1,0
25,frag50_multi_stream_FIFO,4,Q6,policy_5_conservative_quantile,Conservative Quantile Policy (q=0.95 Upper Bound),DEFER,13.111449772912513,14.55291976912787,-2.498319898405345,0.0,0,2.025725841522217,1,0
26,frag50_multi_stream_FIFO,4,Q12,policy_1_always_run,Always Run (Baseline),RUN,12.26668548525991,11.552818192955412,10.933952616562872,10.933952616562872,1,0.0,0,1
26,frag50_multi_stream_FIFO,4,Q12,policy_2_always_defer,Always Defer,DEFER,12.26668548525991,11.552818192955412,10.933952616562872,0.0,0,1.9949729442596436,1,0
26,frag50_multi_stream_FIFO,4,Q12,policy_3_heuristic,Simple Resource Heuristic,DEFER,12.26668548525991,11.552818192955412,10.933952616562872,0.0,0,1.9949729442596436,1,0
26,frag50_multi_stream_FIFO,4,Q12,policy_4_predictive_qir,Predictive QIR Policy (RF Regressor),DEFER,12.26668548525991,11.552818192955412,10.933952616562872,0.0,0,1.9949729442596436,1,0
26,frag50_multi_stream_FIFO,4,Q12,policy_5_conservative_quantile,Conservative Quantile Policy (q=0.95 Upper Bound),DEFER,12.26668548525991,11.552818192955412,10.933952616562872,0.0,0,1.9949729442596436,1,0
27,frag50_multi_stream_FIFO,4,Q14,policy_1_always_run,Always Run (Baseline),RUN,12.26668548525991,15.422477661922795,-4.996762484848959,-4.996762484848959,1,0.0,0,0
27,frag50_multi_stream_FIFO,4,Q14,policy_2_always_defer,Always Defer,DEFER,12.26668548525991,15.422477661922795,-4.996762484848959,0.0,0,1.8918747901916504,1,0
27,frag50_multi_stream_FIFO,4,Q14,policy_3_heuristic,Simple Resource Heuristic,DEFER,12.26668548525991,15.422477661922795,-4.996762484848959,0.0,0,1.8918747901916504,1,0
27,frag50_multi_stream_FIFO,4,Q14,policy_4_predictive_qir,Predictive QIR Policy (RF Regressor),DEFER,12.26668548525991,15.422477661922795,-4.996762484848959,0.0,0,1.8918747901916504,1,0
27,frag50_multi_stream_FIFO,4,Q14,policy_5_conservative_quantile,Conservative Quantile Policy (q=0.95 Upper Bound),DEFER,12.26668548525991,15.422477661922795,-4.996762484848959,0.0,0,1.8918747901916504,1,0
28,frag50_multi_stream_FIFO,4,Q18,policy_1_always_run,Always Run (Baseline),RUN,12.26668548525991,11.560111878259573,-4.948720733976594,-4.948720733976594,1,0.0,0,0
28,frag50_multi_stream_FIFO,4,Q18,policy_2_always_defer,Always Defer,DEFER,12.26668548525991,11.560111878259573,-4.948720733976594,0.0,0,4.2031872272491455,1,0
28,frag50_multi_stream_FIFO,4,Q18,policy_3_heuristic,Simple Resource Heuristic,DEFER,12.26668548525991,11.560111878259573,-4.948720733976594,0.0,0,4.2031872272491455,1,0
28,frag50_multi_stream_FIFO,4,Q18,policy_4_predictive_qir,Predictive QIR Policy (RF Regressor),DEFER,12.26668548525991,11.560111878259573,-4.948720733976594,0.0,0,4.2031872272491455,1,0
28,frag50_multi_stream_FIFO,4,Q18,policy_5_conservative_quantile,Conservative Quantile Policy (q=0.95 Upper Bound),DEFER,12.26668548525991,11.560111878259573,-4.948720733976594,0.0,0,4.2031872272491455,1,0
29,frag200_single_stream_FIFO,1,Q14,policy_1_always_run,Always Run (Baseline),RUN,2.948001924001781,19.406471886814,5.747747104874414,5.747747104874414,1,0.0,0,0
