scheduler_mode,repetition,run_type,query,job_id,spark_start_time,spark_end_time,spark_duration_ms,compaction_start_time,compaction_end_time,overlap_ms,overlap_pct,num_tasks,sum_task_duration_ms,avg_task_duration_ms
FAIR,0,concurrent,Q1,28,1788178349063,1788178349084,21,1788178343596,1788178367184,21,1.0000,1,14,14.00
FAIR,0,concurrent,Q1,29,1788178349086,1788178349105,19,1788178343596,1788178367184,19,1.0000,1,12,12.00
FAIR,0,concurrent,Q1,30,1788178349127,1788178349140,13,1788178343596,1788178367184,13,1.0000,1,7,7.00
FAIR,0,concurrent,Q3,31,1788178351587,1788178352370,783,1788178343596,1788178367184,783,1.0000,7,4769,681.29
FAIR,0,concurrent,Q3,32,1788178351592,1788178351677,85,1788178343596,1788178367184,85,1.0000,1,82,82.00
FAIR,0,concurrent,Q3,33,1788178351737,1788178352240,503,1788178343596,1788178367184,503,1.0000,1,493,493.00
FAIR,0,concurrent,Q3,34,1788178352304,1788178352373,69,1788178343596,1788178367184,69,1.0000,1,61,61.00
FAIR,0,concurrent,Q3,35,1788178352481,1788178352631,150,1788178343596,1788178367184,150,1.0000,17,1642,96.59
FAIR,0,concurrent,Q3,36,1788178354706,1788178355088,382,1788178343596,1788178367184,382,1.0000,7,2365,337.86
FAIR,0,concurrent,Q6,37,1788178355102,1788178355110,8,1788178343596,1788178367184,8,1.0000,1,4,4.00
FAIR,0,concurrent,Q12,38,1788178357622,1788178358317,695,1788178343596,1788178367184,695,1.0000,1,690,690.00
FAIR,0,concurrent,Q12,39,1788178357630,1788178358130,500,1788178343596,1788178367184,500,1.0000,7,3119,445.57
FAIR,0,concurrent,Q12,40,1788178358146,1788178358165,19,1788178343596,1788178367184,19,1.0000,1,15,15.00
FAIR,0,concurrent,Q12,41,1788178358342,1788178358417,75,1788178343596,1788178367184,75,1.0000,14,757,54.07
FAIR,0,concurrent,Q12,42,1788178358443,1788178358455,12,1788178343596,1788178367184,12,1.0000,1,7,7.00
FAIR,0,concurrent,Q12,43,1788178358457,1788178358470,13,1788178343596,1788178367184,13,1.0000,1,7,7.00
FAIR,0,concurrent,Q12,44,1788178358495,1788178358509,14,1788178343596,1788178367184,14,1.0000,1,7,7.00
FAIR,0,concurrent,Q12,45,1788178360492,1788178360578,86,1788178343596,1788178367184,86,1.0000,1,78,78.00
FAIR,0,concurrent,Q14,46,1788178360671,1788178361066,395,1788178343596,1788178367184,395,1.0000,7,2429,347.00
FAIR,0,concurrent,Q14,47,1788178361086,1788178361095,9,1788178343596,1788178367184,9,1.0000,1,5,5.00
FAIR,0,concurrent,Q18,48,1788178363353,1788178364697,1344,1788178343596,1788178367184,1344,1.0000,1,1340,1340.00
FAIR,0,concurrent,Q18,49,1788178363357,1788178363513,156,1788178343596,1788178367184,156,1.0000,1,146,146.00
FAIR,0,concurrent,Q18,50,1788178363365,1788178365035,1670,1788178343596,1788178367184,1670,1.0000,7,10473,1496.14
FAIR,0,concurrent,Q18,51,1788178363370,1788178364400,1030,1788178343596,1788178367184,1030,1.0000,7,6269,895.57
FAIR,0,concurrent,Q18,52,1788178365106,1788178366630,1524,1788178343596,1788178367184,1524,1.0000,17,18973,1116.06
FAIR,1,concurrent,compaction,53,1788178400137,1788178419933,19796,1788178400137,1788178419933,19796,1.0000,1,19793,19793.00
FAIR,1,concurrent,Q1,54,1788178402108,1788178404704,2596,1788178400137,1788178419933,2596,1.0000,7,16139,2305.57
FAIR,1,concurrent,Q1,55,1788178404729,1788178404740,11,1788178400137,1788178419933,11,1.0000,1,7,7.00
FAIR,1,concurrent,Q1,56,1788178404741,1788178404753,12,1788178400137,1788178419933,12,1.0000,1,8,8.00
FAIR,1,concurrent,Q1,57,1788178404767,1788178404774,7,1788178400137,1788178419933,7,1.0000,1,4,4.00
FAIR,1,concurrent,Q1,58,1788178406404,1788178406994,590,1788178400137,1788178419933,590,1.0000,7,3659,522.71
FAIR,1,concurrent,Q1,59,1788178406410,1788178406490,80,1788178400137,1788178419933,80,1.0000,1,76,76.00
FAIR,1,concurrent,Q1,60,1788178406527,1788178406915,388,1788178400137,1788178419933,388,1.0000,1,384,384.00
FAIR,1,concurrent,Q3,61,1788178406934,1788178406981,47,1788178400137,1788178419933,47,1.0000,1,43,43.00
FAIR,1,concurrent,Q3,62,1788178407073,1788178407209,136,1788178400137,1788178419933,136,1.0000,17,1418,83.41
FAIR,1,concurrent,Q3,63,1788178409121,1788178409398,277,1788178400137,1788178419933,277,1.0000,7,1656,236.57
FAIR,1,concurrent,Q6,64,1788178409407,1788178409413,6,1788178400137,1788178419933,6,1.0000,1,2,2.00
FAIR,1,concurrent,Q6,65,1788178411051,1788178411657,606,1788178400137,1788178419933,606,1.0000,1,600,600.00
FAIR,1,concurrent,Q6,66,1788178411061,1788178411465,404,1788178400137,1788178419933,404,1.0000,7,2462,351.71
FAIR,1,concurrent,Q12,67,1788178411478,1788178411501,23,1788178400137,1788178419933,23,1.0000,1,20,20.00
FAIR,1,concurrent,Q12,68,1788178411679,1788178411732,53,1788178400137,1788178419933,53,1.0000,14,597,42.64
FAIR,1,concurrent,Q12,69,1788178411750,1788178411761,11,1788178400137,1788178419933,11,1.0000,1,7,7.00
FAIR,1,concurrent,Q12,70,1788178411762,1788178411774,12,1788178400137,1788178419933,12,1.0000,1,7,7.00
FAIR,1,concurrent,Q12,71,1788178411791,1788178411800,9,1788178400137,1788178419933,9,1.0000,1,5,5.00
FAIR,1,concurrent,Q12,72,1788178413682,1788178413851,169,1788178400137,1788178419933,169,1.0000,1,166,166.00
FAIR,1,concurrent,Q14,73,1788178413926,1788178414286,360,1788178400137,1788178419933,360,1.0000,7,2221,317.29
FAIR,1,concurrent,Q14,74,1788178414299,1788178414304,5,1788178400137,1788178419933,5,1.0000,1,2,2.00
FAIR,1,concurrent,Q14,75,1788178416028,1788178417331,1303,1788178400137,1788178419933,1303,1.0000,1,1290,1290.00
FAIR,1,concurrent,Q14,76,1788178416041,1788178416235,194,1788178400137,1788178419933,194,1.0000,1,184,184.00
FAIR,1,concurrent,Q14,77,1788178416050,1788178417865,1815,1788178400137,1788178419933,1815,1.0000,7,10961,1565.86
FAIR,1,concurrent,Q14,78,1788178416055,1788178417210,1155,1788178400137,1788178419933,1155,1.0000,7,7024,1003.43
FAIR,1,concurrent,Q18,79,1788178417955,1788178419310,1355,1788178400137,1788178419933,1355,1.0000,17,17319,1018.76
FAIR,1,baseline,Q1,80,1788178450436,1788178452720,2284,,,0.0,0.0000,7,14045,2006.43
FAIR,1,baseline,Q1,81,1788178452748,1788178452757,9,,,0.0,0.0000,1,6,6.00
FAIR,1,baseline,Q1,82,1788178452758,1788178452768,10,,,0.0,0.0000,1,6,6.00
FAIR,1,baseline,Q1,83,1788178452781,1788178452788,7,,,0.0,0.0000,1,4,4.00
FAIR,1,baseline,Q1,84,1788178454334,1788178454836,502,,,0.0,0.0000,7,3014,430.57
FAIR,1,baseline,Q1,85,1788178454338,1788178454389,51,,,0.0,0.0000,1,47,47.00
FAIR,1,baseline,Q1,86,1788178454416,1788178454738,322,,,0.0,0.0000,1,318,318.00
FAIR,1,baseline,Q1,87,1788178454753,1788178454812,59,,,0.0,0.0000,1,55,55.00
FAIR,1,baseline,Q3,88,1788178454877,1788178454972,95,,,0.0,0.0000,17,1118,65.76
FAIR,1,baseline,Q3,89,1788178456355,1788178456687,332,,,0.0,0.0000,7,1989,284.14
FAIR,1,baseline,Q3,90,1788178456697,1788178456704,7,,,0.0,0.0000,1,4,4.00
FAIR,1,baseline,Q6,91,1788178458613,1788178459180,567,,,0.0,0.0000,1,563,563.00
FAIR,1,baseline,Q6,92,1788178458618,1788178458994,376,,,0.0,0.0000,7,2318,331.14
FAIR,1,baseline,Q12,93,1788178459005,1788178459024,19,,,0.0,0.0000,1,16,16.00
FAIR,1,baseline,Q12,94,1788178459200,1788178459251,51,,,0.0,0.0000,14,554,39.57
FAIR,1,baseline,Q12,95,1788178459268,1788178459276,8,,,0.0,0.0000,1,4,4.00
FAIR,1,baseline,Q12,96,1788178459277,1788178459287,10,,,0.0,0.0000,1,5,5.00
FAIR,1,baseline,Q12,97,1788178459305,1788178459313,8,,,0.0,0.0000,1,5,5.00
FAIR,1,baseline,Q12,98,1788178460911,1788178460977,66,,,0.0,0.0000,1,64,64.00
FAIR,1,baseline,Q12,99,1788178461052,1788178461309,257,,,0.0,0.0000,7,1518,216.86
FAIR,1,baseline,Q12,100,1788178461318,1788178461323,5,,,0.0,0.0000,1,3,3.00
FAIR,1,baseline,Q14,101,1788178463049,1788178464263,1214,,,0.0,0.0000,1,1210,1210.00
FAIR,1,baseline,Q14,102,1788178463062,1788178463232,170,,,0.0,0.0000,1,165,165.00
FAIR,1,baseline,Q14,103,1788178463065,1788178464748,1683,,,0.0,0.0000,7,10365,1480.71
FAIR,1,baseline,Q14,104,1788178463069,1788178464169,1100,,,0.0,0.0000,7,6619,945.57
FAIR,1,baseline,Q18,105,1788178464800,1788178466042,1242,,,0.0,0.0000,17,17984,1057.88
FAIR,2,baseline,Q1,106,1788178498988,1788178501640,2652,,,0.0,0.0000,7,16491,2355.86
FAIR,2,baseline,Q1,107,1788178501669,1788178501680,11,,,0.0,0.0000,1,7,7.00
FAIR,2,baseline,Q1,108,1788178501681,1788178501692,11,,,0.0,0.0000,1,7,7.00
FAIR,2,baseline,Q1,109,1788178501703,1788178501710,7,,,0.0,0.0000,1,4,4.00
FAIR,2,baseline,Q1,110,1788178503244,1788178503781,537,,,0.0,0.0000,7,3287,469.57
FAIR,2,baseline,Q1,111,1788178503247,1788178503318,71,,,0.0,0.0000,1,69,69.00
FAIR,2,baseline,Q1,112,1788178503347,1788178503678,331,,,0.0,0.0000,1,326,326.00
FAIR,2,baseline,Q1,113,1788178503694,1788178503736,42,,,0.0,0.0000,1,38,38.00
FAIR,2,baseline,Q3,114,1788178503816,1788178503935,119,,,0.0,0.0000,17,1440,84.71
FAIR,2,baseline,Q3,115,1788178505409,1788178505676,267,,,0.0,0.0000,7,1627,232.43
FAIR,2,baseline,Q3,116,1788178505683,1788178505688,5,,,0.0,0.0000,1,3,3.00
FAIR,2,baseline,Q6,117,1788178507424,1788178508041,617,,,0.0,0.0000,1,615,615.00
FAIR,2,baseline,Q6,118,1788178507428,1788178507780,352,,,0.0,0.0000,7,2188,312.57
FAIR,2,baseline,Q12,119,1788178507794,1788178507823,29,,,0.0,0.0000,1,17,17.00
FAIR,2,baseline,Q12,120,1788178508062,1788178508113,51,,,0.0,0.0000,14,558,39.86
FAIR,2,baseline,Q12,121,1788178508130,1788178508137,7,,,0.0,0.0000,1,4,4.00
FAIR,2,baseline,Q12,122,1788178508139,1788178508146,7,,,0.0,0.0000,1,5,5.00
FAIR,2,baseline,Q12,123,1788178508159,1788178508165,6,,,0.0,0.0000,1,3,3.00
FAIR,2,baseline,Q12,124,1788178509715,1788178509775,60,,,0.0,0.0000,1,58,58.00
FAIR,2,baseline,Q12,125,1788178509844,1788178510106,262,,,0.0,0.0000,7,1561,223.00
FAIR,2,baseline,Q12,126,1788178510115,1788178510120,5,,,0.0,0.0000,1,3,3.00
FAIR,2,baseline,Q14,127,1788178511647,1788178512914,1267,,,0.0,0.0000,1,1264,1264.00
FAIR,2,baseline,Q14,128,1788178511651,1788178511804,153,,,0.0,0.0000,1,146,146.00
FAIR,2,baseline,Q14,129,1788178511657,1788178513369,1712,,,0.0,0.0000,7,10684,1526.29
FAIR,2,baseline,Q14,130,1788178511662,1788178512926,1264,,,0.0,0.0000,7,7822,1117.43
FAIR,2,baseline,Q18,131,1788178513421,1788178514531,1110,,,0.0,0.0000,17,16868,992.24
FAIR,2,concurrent,compaction,132,1788178545654,1788178564861,19207,1788178545654,1788178564861,19207,1.0000,1,19205,19205.00
FAIR,2,concurrent,Q1,133,1788178547975,1788178550522,2547,1788178545654,1788178564861,2547,1.0000,7,15711,2244.43
FAIR,2,concurrent,Q1,134,1788178550552,1788178550561,9,1788178545654,1788178564861,9,1.0000,1,5,5.00
FAIR,2,concurrent,Q1,135,1788178550562,1788178550572,10,1788178545654,1788178564861,10,1.0000,1,7,7.00
FAIR,2,concurrent,Q1,136,1788178550585,1788178550592,7,1788178545654,1788178564861,7,1.0000,1,3,3.00
FAIR,2,concurrent,Q1,137,1788178552205,1788178553035,830,1788178545654,1788178564861,830,1.0000,7,4909,701.29
FAIR,2,concurrent,Q1,138,1788178552210,1788178552279,69,1788178545654,1788178564861,69,1.0000,1,66,66.00
FAIR,2,concurrent,Q1,139,1788178552311,1788178552815,504,1788178545654,1788178564861,504,1.0000,1,500,500.00
FAIR,2,concurrent,Q3,140,1788178552832,1788178552881,49,1788178545654,1788178564861,49,1.0000,1,45,45.00
FAIR,2,concurrent,Q3,141,1788178553064,1788178553190,126,1788178545654,1788178564861,126,1.0000,17,1341,78.88
FAIR,2,concurrent,Q3,142,1788178554926,1788178555198,272,1788178545654,1788178564861,272,1.0000,7,1640,234.29
FAIR,2,concurrent,Q3,143,1788178555206,1788178555212,6,1788178545654,1788178564861,6,1.0000,1,2,2.00
FAIR,2,concurrent,Q6,144,1788178556841,1788178557373,532,1788178545654,1788178564861,532,1.0000,1,526,526.00
FAIR,2,concurrent,Q6,145,1788178556848,1788178557208,360,1788178545654,1788178564861,360,1.0000,7,2199,314.14
FAIR,2,concurrent,Q6,146,1788178557220,1788178557236,16,1788178545654,1788178564861,16,1.0000,1,14,14.00
FAIR,2,concurrent,Q12,147,1788178557392,1788178557434,42,1788178545654,1788178564861,42,1.0000,14,491,35.07
FAIR,2,concurrent,Q12,148,1788178557449,1788178557457,8,1788178545654,1788178564861,8,1.0000,1,5,5.00
FAIR,2,concurrent,Q12,149,1788178557458,1788178557466,8,1788178545654,1788178564861,8,1.0000,1,5,5.00
FAIR,2,concurrent,Q12,150,1788178557479,1788178557486,7,1788178545654,1788178564861,7,1.0000,1,3,3.00
FAIR,2,concurrent,Q12,151,1788178559357,1788178559438,81,1788178545654,1788178564861,81,1.0000,1,77,77.00
FAIR,2,concurrent,Q12,152,1788178559512,1788178559853,341,1788178545654,1788178564861,341,1.0000,7,2076,296.57
FAIR,2,concurrent,Q14,153,1788178559862,1788178559866,4,1788178545654,1788178564861,4,1.0000,1,2,2.00
FAIR,2,concurrent,Q14,154,1788178561514,1788178562771,1257,1788178545654,1788178564861,1257,1.0000,1,1253,1253.00
FAIR,2,concurrent,Q14,155,1788178561518,1788178561637,119,1788178545654,1788178564861,119,1.0000,1,109,109.00
FAIR,2,concurrent,Q14,156,1788178561527,1788178563037,1510,1788178545654,1788178564861,1510,1.0000,7,9421,1345.86
FAIR,2,concurrent,Q14,157,1788178561531,1788178562375,844,1788178545654,1788178564861,844,1.0000,7,5273,753.29
FAIR,2,concurrent,Q18,158,1788178563100,1788178564335,1235,1788178545654,1788178564861,1235,1.0000,17,15987,940.41
FAIR,3,concurrent,compaction,159,1788178595696,1788178618127,22431,1788178595696,1788178618127,22431,1.0000,1,22428,22428.00
FAIR,3,concurrent,Q1,160,1788178597673,1788178600865,3192,1788178595696,1788178618127,3192,1.0000,7,19696,2813.71
FAIR,3,concurrent,Q1,161,1788178600900,1788178600911,11,1788178595696,1788178618127,11,1.0000,1,7,7.00
FAIR,3,concurrent,Q1,162,1788178600913,1788178600925,12,1788178595696,1788178618127,12,1.0000,1,8,8.00
FAIR,3,concurrent,Q1,163,1788178600940,1788178600948,8,1788178595696,1788178618127,8,1.0000,1,5,5.00
FAIR,3,concurrent,Q1,164,1788178602990,1788178603630,640,1788178595696,1788178618127,640,1.0000,7,3879,554.14
FAIR,3,concurrent,Q1,165,1788178603011,1788178603119,108,1788178595696,1788178618127,108,1.0000,1,104,104.00
FAIR,3,concurrent,Q3,166,1788178603177,1788178603565,388,1788178595696,1788178618127,388,1.0000,1,383,383.00
FAIR,3,concurrent,Q3,167,1788178603583,1788178603635,52,1788178595696,1788178618127,52,1.0000,1,45,45.00
FAIR,3,concurrent,Q3,168,1788178603773,1788178603945,172,1788178595696,1788178618127,172,1.0000,17,1566,92.12
FAIR,3,concurrent,Q6,169,1788178606220,1788178606535,315,1788178595696,1788178618127,315,1.0000,7,1903,271.86
FAIR,3,concurrent,Q6,170,1788178606547,1788178606554,7,1788178595696,1788178618127,7,1.0000,1,3,3.00
FAIR,3,concurrent,Q6,171,1788178608433,1788178609051,618,1788178595696,1788178618127,618,1.0000,1,614,614.00
FAIR,3,concurrent,Q6,172,1788178608439,1788178608821,382,1788178595696,1788178618127,382,1.0000,7,2338,334.00
FAIR,3,concurrent,Q12,173,1788178608835,1788178608857,22,1788178595696,1788178618127,22,1.0000,1,17,17.00
FAIR,3,concurrent,Q12,174,1788178609084,1788178609153,69,1788178595696,1788178618127,69,1.0000,14,716,51.14
FAIR,3,concurrent,Q12,175,1788178609175,1788178609186,11,1788178595696,1788178618127,11,1.0000,1,7,7.00
FAIR,3,concurrent,Q12,176,1788178609187,1788178609200,13,1788178595696,1788178618127,13,1.0000,1,8,8.00
FAIR,3,concurrent,Q12,177,1788178609215,1788178609224,9,1788178595696,1788178618127,9,1.0000,1,6,6.00
FAIR,3,concurrent,Q14,178,1788178611813,1788178611898,85,1788178595696,1788178618127,85,1.0000,1,82,82.00
FAIR,3,concurrent,Q14,179,1788178611990,1788178612378,388,1788178595696,1788178618127,388,1.0000,7,2395,342.14
FAIR,3,concurrent,Q14,180,1788178612395,1788178612403,8,1788178595696,1788178618127,8,1.0000,1,4,4.00
FAIR,3,concurrent,Q14,181,1788178614414,1788178615861,1447,1788178595696,1788178618127,1447,1.0000,1,1443,1443.00
FAIR,3,concurrent,Q14,182,1788178614419,1788178614624,205,1788178595696,1788178618127,205,1.0000,1,199,199.00
FAIR,3,concurrent,Q14,183,1788178614426,1788178616597,2171,1788178595696,1788178618127,2171,1.0000,7,13357,1908.14
FAIR,3,concurrent,Q14,184,1788178614433,1788178615624,1191,1788178595696,1788178618127,1191,1.0000,7,7149,1021.29
FAIR,3,concurrent,Q18,185,1788178616672,1788178618165,1493,1788178595696,1788178618127,1455,0.9745,17,19878,1169.29
FAIR,3,baseline,Q1,186,1788178652908,1788178655754,2846,,,0.0,0.0000,7,17611,2515.86
FAIR,3,baseline,Q1,187,1788178655786,1788178655795,9,,,0.0,0.0000,1,6,6.00
FAIR,3,baseline,Q1,188,1788178655796,1788178655808,12,,,0.0,0.0000,1,7,7.00
FAIR,3,baseline,Q1,189,1788178655821,1788178655828,7,,,0.0,0.0000,1,4,4.00
FAIR,3,baseline,Q1,190,1788178657424,1788178657961,537,,,0.0,0.0000,7,3311,473.00
FAIR,3,baseline,Q1,191,1788178657428,1788178657473,45,,,0.0,0.0000,1,43,43.00
FAIR,3,baseline,Q1,192,1788178657531,1788178657875,344,,,0.0,0.0000,1,339,339.00
FAIR,3,baseline,Q3,193,1788178657893,1788178657948,55,,,0.0,0.0000,1,51,51.00
FAIR,3,baseline,Q3,194,1788178658019,1788178658122,103,,,0.0,0.0000,17,1227,72.18
FAIR,3,baseline,Q3,195,1788178659687,1788178659968,281,,,0.0,0.0000,7,1713,244.71
FAIR,3,baseline,Q3,196,1788178659975,1788178659980,5,,,0.0,0.0000,1,2,2.00
FAIR,3,baseline,Q6,197,1788178661819,1788178662362,543,,,0.0,0.0000,1,539,539.00
FAIR,3,baseline,Q6,198,1788178661827,1788178662163,336,,,0.0,0.0000,7,2051,293.00
FAIR,3,baseline,Q12,199,1788178662173,1788178662188,15,,,0.0,0.0000,1,12,12.00
FAIR,3,baseline,Q12,200,1788178662382,1788178662436,54,,,0.0,0.0000,14,527,37.64
FAIR,3,baseline,Q12,201,1788178662453,1788178662461,8,,,0.0,0.0000,1,5,5.00
FAIR,3,baseline,Q12,202,1788178662463,1788178662472,9,,,0.0,0.0000,1,6,6.00
FAIR,3,baseline,Q12,203,1788178662489,1788178662496,7,,,0.0,0.0000,1,4,4.00
FAIR,3,baseline,Q12,204,1788178664175,1788178664240,65,,,0.0,0.0000,1,63,63.00
FAIR,3,baseline,Q12,205,1788178664318,1788178664571,253,,,0.0,0.0000,7,1571,224.43
FAIR,3,baseline,Q14,206,1788178664580,1788178664584,4,,,0.0,0.0000,1,2,2.00
FAIR,3,baseline,Q14,207,1788178666465,1788178667767,1302,,,0.0,0.0000,1,1298,1298.00
FAIR,3,baseline,Q14,208,1788178666470,1788178666663,193,,,0.0,0.0000,1,179,179.00
FAIR,3,baseline,Q14,209,1788178666481,1788178668162,1681,,,0.0,0.0000,7,10518,1502.57
FAIR,3,baseline,Q14,210,1788178666486,1788178667514,1028,,,0.0,0.0000,7,6296,899.43
FAIR,3,baseline,Q18,211,1788178668224,1788178669648,1424,,,0.0,0.0000,17,20857,1226.88
FAIR,4,baseline,Q1,212,1788178704477,1788178707753,3276,,,0.0,0.0000,7,20313,2901.86
FAIR,4,baseline,Q1,213,1788178707786,1788178707796,10,,,0.0,0.0000,1,7,7.00
FAIR,4,baseline,Q1,214,1788178707798,1788178707810,12,,,0.0,0.0000,1,7,7.00
FAIR,4,baseline,Q1,215,1788178707826,1788178707837,11,,,0.0,0.0000,1,6,6.00
FAIR,4,baseline,Q1,216,1788178709903,1788178710542,639,,,0.0,0.0000,7,3749,535.57
FAIR,4,baseline,Q1,217,1788178709908,1788178709990,82,,,0.0,0.0000,1,78,78.00
FAIR,4,baseline,Q3,218,1788178710025,1788178710397,372,,,0.0,0.0000,1,368,368.00
FAIR,4,baseline,Q3,219,1788178710418,1788178710502,84,,,0.0,0.0000,1,78,78.00
FAIR,4,baseline,Q3,220,1788178710616,1788178710741,125,,,0.0,0.0000,17,1469,86.41
FAIR,4,baseline,Q6,221,1788178712916,1788178713220,304,,,0.0,0.0000,7,1841,263.00
FAIR,4,baseline,Q6,222,1788178713232,1788178713237,5,,,0.0,0.0000,1,2,2.00
FAIR,4,baseline,Q6,223,1788178715102,1788178715753,651,,,0.0,0.0000,1,647,647.00
FAIR,4,baseline,Q6,224,1788178715108,1788178715546,438,,,0.0,0.0000,7,2649,378.43
FAIR,4,baseline,Q12,225,1788178715567,1788178715589,22,,,0.0,0.0000,1,18,18.00
FAIR,4,baseline,Q12,226,1788178715775,1788178715838,63,,,0.0,0.0000,14,616,44.00
FAIR,4,baseline,Q12,227,1788178715860,1788178715868,8,,,0.0,0.0000,1,5,5.00
FAIR,4,baseline,Q12,228,1788178715870,1788178715880,10,,,0.0,0.0000,1,5,5.00
FAIR,4,baseline,Q12,229,1788178715893,1788178715901,8,,,0.0,0.0000,1,4,4.00
FAIR,4,baseline,Q14,230,1788178718057,1788178718133,76,,,0.0,0.0000,1,73,73.00
FAIR,4,baseline,Q14,231,1788178718218,1788178718485,267,,,0.0,0.0000,7,1628,232.57
FAIR,4,baseline,Q14,232,1788178718497,1788178718503,6,,,0.0,0.0000,1,3,3.00
FAIR,4,baseline,Q14,233,1788178720447,1788178721791,1344,,,0.0,0.0000,1,1340,1340.00
FAIR,4,baseline,Q14,234,1788178720453,1788178720656,203,,,0.0,0.0000,1,196,196.00
FAIR,4,baseline,Q14,235,1788178720460,1788178722273,1813,,,0.0,0.0000,7,11349,1621.29
FAIR,4,baseline,Q14,236,1788178720465,1788178721594,1129,,,0.0,0.0000,7,7017,1002.43
FAIR,4,baseline,Q18,237,1788178722348,1788178723829,1481,,,0.0,0.0000,17,21015,1236.18
FAIR,4,concurrent,compaction,238,1788178762644,1788178787335,24691,1788178762644,1788178787335,24691,1.0000,1,24681,24681.00
FAIR,4,concurrent,Q1,239,1788178764968,1788178768277,3309,1788178762644,1788178787335,3309,1.0000,7,20648,2949.71
FAIR,4,concurrent,Q1,240,1788178768312,1788178768324,12,1788178762644,1788178787335,12,1.0000,1,6,6.00
FAIR,4,concurrent,Q1,241,1788178768326,1788178768338,12,1788178762644,1788178787335,12,1.0000,1,7,7.00
FAIR,4,concurrent,Q1,242,1788178768353,1788178768362,9,1788178762644,1788178787335,9,1.0000,1,4,4.00
FAIR,4,concurrent,Q3,243,1788178770622,1788178771276,654,1788178762644,1788178787335,654,1.0000,7,4051,578.71
FAIR,4,concurrent,Q3,244,1788178770626,1788178770693,67,1788178762644,1788178787335,67,1.0000,1,64,64.00
FAIR,4,concurrent,Q3,245,1788178770733,1788178771162,429,1788178762644,1788178787335,429,1.0000,1,425,425.00
FAIR,4,concurrent,Q3,246,1788178771178,1788178771232,54,1788178762644,1788178787335,54,1.0000,1,51,51.00
FAIR,4,concurrent,Q3,247,1788178771352,1788178771491,139,1788178762644,1788178787335,139,1.0000,17,1351,79.47
FAIR,4,concurrent,Q3,248,1788178773512,1788178773853,341,1788178762644,1788178787335,341,1.0000,7,2094,299.14
FAIR,4,concurrent,Q6,249,1788178773865,1788178773871,6,1788178762644,1788178787335,6,1.0000,1,3,3.00
FAIR,4,concurrent,Q12,250,1788178776235,1788178777033,798,1788178762644,1788178787335,798,1.0000,1,793,793.00
FAIR,4,concurrent,Q12,251,1788178776243,1788178776805,562,1788178762644,1788178787335,562,1.0000,7,3494,499.14
FAIR,4,concurrent,Q12,252,1788178776819,1788178776838,19,1788178762644,1788178787335,19,1.0000,1,16,16.00
FAIR,4,concurrent,Q12,253,1788178777059,1788178777133,74,1788178762644,1788178787335,74,1.0000,14,700,50.00
FAIR,4,concurrent,Q12,254,1788178777160,1788178777182,22,1788178762644,1788178787335,22,1.0000,1,9,9.00
FAIR,4,concurrent,Q12,255,1788178777184,1788178777203,19,1788178762644,1788178787335,19,1.0000,1,8,8.00
FAIR,4,concurrent,Q12,256,1788178777229,1788178777245,16,1788178762644,1788178787335,16,1.0000,1,10,10.00
FAIR,4,concurrent,Q14,257,1788178779546,1788178779639,93,1788178762644,1788178787335,93,1.0000,1,90,90.00
FAIR,4,concurrent,Q14,258,1788178779738,1788178780136,398,1788178762644,1788178787335,398,1.0000,7,2478,354.00
FAIR,4,concurrent,Q14,259,1788178780151,1788178780157,6,1788178762644,1788178787335,6,1.0000,1,2,2.00
FAIR,4,concurrent,Q18,260,1788178782822,1788178784338,1516,1788178762644,1788178787335,1516,1.0000,1,1511,1511.00
FAIR,4,concurrent,Q18,261,1788178782828,1788178783078,250,1788178762644,1788178787335,250,1.0000,1,239,239.00
FAIR,4,concurrent,Q18,262,1788178782839,1788178784919,2080,1788178762644,1788178787335,2080,1.0000,7,12892,1841.71
FAIR,4,concurrent,Q18,263,1788178782844,1788178784158,1314,1788178762644,1788178787335,1314,1.0000,7,8124,1160.57
FAIR,4,concurrent,Q18,264,1788178785005,1788178786648,1643,1788178762644,1788178787335,1643,1.0000,17,22079,1298.76
FAIR,5,concurrent,compaction,265,1788178823685,1788178843891,20206,1788178823685,1788178843891,20206,1.0000,1,20202,20202.00
FAIR,5,concurrent,Q1,266,1788178825899,1788178828551,2652,1788178823685,1788178843891,2652,1.0000,7,16500,2357.14
FAIR,5,concurrent,Q1,267,1788178828579,1788178828589,10,1788178823685,1788178843891,10,1.0000,1,6,6.00
FAIR,5,concurrent,Q1,268,1788178828590,1788178828600,10,1788178823685,1788178843891,10,1.0000,1,7,7.00
FAIR,5,concurrent,Q1,269,1788178828611,1788178828619,8,1788178823685,1788178843891,8,1.0000,1,5,5.00
FAIR,5,concurrent,Q1,270,1788178830296,1788178831214,918,1788178823685,1788178843891,918,1.0000,7,5663,809.00
FAIR,5,concurrent,Q1,271,1788178830300,1788178830371,71,1788178823685,1788178843891,71,1.0000,1,57,57.00
FAIR,5,concurrent,Q1,272,1788178830433,1788178831028,595,1788178823685,1788178843891,595,1.0000,1,586,586.00
FAIR,5,concurrent,Q3,273,1788178831044,1788178831092,48,1788178823685,1788178843891,48,1.0000,1,46,46.00
FAIR,5,concurrent,Q3,274,1788178831239,1788178831392,153,1788178823685,1788178843891,153,1.0000,17,1679,98.76
