chronological_index,repetition_cycle,repetition_type,phase_index,phase_position,state,query,statement_id,status,duration_seconds
303,16,MEASURED,50,2,fragmented,Q12,query12_fragmented.sql_0,SUCCESS,0.546598
304,16,MEASURED,50,2,fragmented,Q14,query14_fragmented.sql_0,SUCCESS,0.396234
305,16,MEASURED,50,2,fragmented,Q18,query18_fragmented.sql_0,SUCCESS,2.646829
306,17,MEASURED,51,0,compacted,Q1,query1_compacted.sql_0,SUCCESS,5.132301
307,17,MEASURED,51,0,compacted,Q3,query3_compacted.sql_0,SUCCESS,0.9802
308,17,MEASURED,51,0,compacted,Q6,query6_compacted.sql_0,SUCCESS,0.308172
309,17,MEASURED,51,0,compacted,Q12,query12_compacted.sql_0,SUCCESS,0.5568
310,17,MEASURED,51,0,compacted,Q14,query14_compacted.sql_0,SUCCESS,0.457021
311,17,MEASURED,51,0,compacted,Q18,query18_compacted.sql_0,SUCCESS,3.165451
312,17,MEASURED,52,1,fragmented,Q1,query1_fragmented.sql_0,SUCCESS,2.738267
313,17,MEASURED,52,1,fragmented,Q3,query3_fragmented.sql_0,SUCCESS,0.611748
314,17,MEASURED,52,1,fragmented,Q6,query6_fragmented.sql_0,SUCCESS,0.256759
315,17,MEASURED,52,1,fragmented,Q12,query12_fragmented.sql_0,SUCCESS,0.591693
316,17,MEASURED,52,1,fragmented,Q14,query14_fragmented.sql_0,SUCCESS,0.386302
317,17,MEASURED,52,1,fragmented,Q18,query18_fragmented.sql_0,SUCCESS,2.687845
318,17,MEASURED,53,2,control,Q1,query1_control.sql_0,SUCCESS,6.565207
319,17,MEASURED,53,2,control,Q3,query3_control.sql_0,SUCCESS,1.10025
320,17,MEASURED,53,2,control,Q6,query6_control.sql_0,SUCCESS,0.374874
321,17,MEASURED,53,2,control,Q12,query12_control.sql_0,SUCCESS,0.620241
322,17,MEASURED,53,2,control,Q14,query14_control.sql_0,SUCCESS,0.486059
323,17,MEASURED,53,2,control,Q18,query18_control.sql_0,SUCCESS,2.345965
324,18,MEASURED,54,0,control,Q1,query1_control.sql_0,SUCCESS,6.620606
325,18,MEASURED,54,0,control,Q3,query3_control.sql_0,SUCCESS,1.051348
326,18,MEASURED,54,0,control,Q6,query6_control.sql_0,SUCCESS,0.37733
327,18,MEASURED,54,0,control,Q12,query12_control.sql_0,SUCCESS,0.60835
328,18,MEASURED,54,0,control,Q14,query14_control.sql_0,SUCCESS,0.508539
329,18,MEASURED,54,0,control,Q18,query18_control.sql_0,SUCCESS,2.379623
330,18,MEASURED,55,1,fragmented,Q1,query1_fragmented.sql_0,SUCCESS,3.044264
331,18,MEASURED,55,1,fragmented,Q3,query3_fragmented.sql_0,SUCCESS,0.619105
332,18,MEASURED,55,1,fragmented,Q6,query6_fragmented.sql_0,SUCCESS,0.272753
333,18,MEASURED,55,1,fragmented,Q12,query12_fragmented.sql_0,SUCCESS,0.597986
334,18,MEASURED,55,1,fragmented,Q14,query14_fragmented.sql_0,SUCCESS,0.38502
335,18,MEASURED,55,1,fragmented,Q18,query18_fragmented.sql_0,SUCCESS,2.812648
336,18,MEASURED,56,2,compacted,Q1,query1_compacted.sql_0,SUCCESS,5.173475
337,18,MEASURED,56,2,compacted,Q3,query3_compacted.sql_0,SUCCESS,0.883591
338,18,MEASURED,56,2,compacted,Q6,query6_compacted.sql_0,SUCCESS,0.290631
339,18,MEASURED,56,2,compacted,Q12,query12_compacted.sql_0,SUCCESS,0.515309
340,18,MEASURED,56,2,compacted,Q14,query14_compacted.sql_0,SUCCESS,0.396277
341,18,MEASURED,56,2,compacted,Q18,query18_compacted.sql_0,SUCCESS,3.114301
342,19,MEASURED,57,0,control,Q1,query1_control.sql_0,SUCCESS,6.485877
343,19,MEASURED,57,0,control,Q3,query3_control.sql_0,SUCCESS,1.018641
344,19,MEASURED,57,0,control,Q6,query6_control.sql_0,SUCCESS,0.373256
345,19,MEASURED,57,0,control,Q12,query12_control.sql_0,SUCCESS,0.600446
346,19,MEASURED,57,0,control,Q14,query14_control.sql_0,SUCCESS,0.492526
347,19,MEASURED,57,0,control,Q18,query18_control.sql_0,SUCCESS,2.305923
348,19,MEASURED,58,1,compacted,Q1,query1_compacted.sql_0,SUCCESS,5.088704
349,19,MEASURED,58,1,compacted,Q3,query3_compacted.sql_0,SUCCESS,0.91985
350,19,MEASURED,58,1,compacted,Q6,query6_compacted.sql_0,SUCCESS,0.290611
351,19,MEASURED,58,1,compacted,Q12,query12_compacted.sql_0,SUCCESS,0.512649
352,19,MEASURED,58,1,compacted,Q14,query14_compacted.sql_0,SUCCESS,0.398578
353,19,MEASURED,58,1,compacted,Q18,query18_compacted.sql_0,SUCCESS,3.072019
354,19,MEASURED,59,2,fragmented,Q1,query1_fragmented.sql_0,SUCCESS,2.604471
355,19,MEASURED,59,2,fragmented,Q3,query3_fragmented.sql_0,SUCCESS,0.580748
356,19,MEASURED,59,2,fragmented,Q6,query6_fragmented.sql_0,SUCCESS,0.271102
357,19,MEASURED,59,2,fragmented,Q12,query12_fragmented.sql_0,SUCCESS,0.540536
358,19,MEASURED,59,2,fragmented,Q14,query14_fragmented.sql_0,SUCCESS,0.377223
359,19,MEASURED,59,2,fragmented,Q18,query18_fragmented.sql_0,SUCCESS,2.710955
360,20,MEASURED,60,0,fragmented,Q1,query1_fragmented.sql_0,SUCCESS,2.683053
361,20,MEASURED,60,0,fragmented,Q3,query3_fragmented.sql_0,SUCCESS,0.596034
362,20,MEASURED,60,0,fragmented,Q6,query6_fragmented.sql_0,SUCCESS,0.254854
363,20,MEASURED,60,0,fragmented,Q12,query12_fragmented.sql_0,SUCCESS,0.549177
364,20,MEASURED,60,0,fragmented,Q14,query14_fragmented.sql_0,SUCCESS,0.401383
365,20,MEASURED,60,0,fragmented,Q18,query18_fragmented.sql_0,SUCCESS,2.615536
366,20,MEASURED,61,1,control,Q1,query1_control.sql_0,SUCCESS,6.522127
367,20,MEASURED,61,1,control,Q3,query3_control.sql_0,SUCCESS,1.018769
368,20,MEASURED,61,1,control,Q6,query6_control.sql_0,SUCCESS,0.365024
369,20,MEASURED,61,1,control,Q12,query12_control.sql_0,SUCCESS,0.587064
370,20,MEASURED,61,1,control,Q14,query14_control.sql_0,SUCCESS,0.501627
371,20,MEASURED,61,1,control,Q18,query18_control.sql_0,SUCCESS,2.313002
372,20,MEASURED,62,2,compacted,Q1,query1_compacted.sql_0,SUCCESS,5.026
373,20,MEASURED,62,2,compacted,Q3,query3_compacted.sql_0,SUCCESS,1.008346
374,20,MEASURED,62,2,compacted,Q6,query6_compacted.sql_0,SUCCESS,0.291372
375,20,MEASURED,62,2,compacted,Q12,query12_compacted.sql_0,SUCCESS,0.505561
376,20,MEASURED,62,2,compacted,Q14,query14_compacted.sql_0,SUCCESS,0.40634
377,20,MEASURED,62,2,compacted,Q18,query18_compacted.sql_0,SUCCESS,3.075936
378,21,MEASURED,63,0,fragmented,Q1,query1_fragmented.sql_0,SUCCESS,2.663546
379,21,MEASURED,63,0,fragmented,Q3,query3_fragmented.sql_0,SUCCESS,0.635219
380,21,MEASURED,63,0,fragmented,Q6,query6_fragmented.sql_0,SUCCESS,0.267761
381,21,MEASURED,63,0,fragmented,Q12,query12_fragmented.sql_0,SUCCESS,0.549667
382,21,MEASURED,63,0,fragmented,Q14,query14_fragmented.sql_0,SUCCESS,0.413691
383,21,MEASURED,63,0,fragmented,Q18,query18_fragmented.sql_0,SUCCESS,2.650908
384,21,MEASURED,64,1,compacted,Q1,query1_compacted.sql_0,SUCCESS,5.066789
385,21,MEASURED,64,1,compacted,Q3,query3_compacted.sql_0,SUCCESS,0.87451
386,21,MEASURED,64,1,compacted,Q6,query6_compacted.sql_0,SUCCESS,0.292688
387,21,MEASURED,64,1,compacted,Q12,query12_compacted.sql_0,SUCCESS,0.513111
388,21,MEASURED,64,1,compacted,Q14,query14_compacted.sql_0,SUCCESS,0.394786
389,21,MEASURED,64,1,compacted,Q18,query18_compacted.sql_0,SUCCESS,3.018549
390,21,MEASURED,65,2,control,Q1,query1_control.sql_0,SUCCESS,6.548691
391,21,MEASURED,65,2,control,Q3,query3_control.sql_0,SUCCESS,1.024951
392,21,MEASURED,65,2,control,Q6,query6_control.sql_0,SUCCESS,0.36835
393,21,MEASURED,65,2,control,Q12,query12_control.sql_0,SUCCESS,0.584756
394,21,MEASURED,65,2,control,Q14,query14_control.sql_0,SUCCESS,0.496053
395,21,MEASURED,65,2,control,Q18,query18_control.sql_0,SUCCESS,2.386916
